通番,情報種別,市外局番,電話番号,電番略符号,カナ名称,漢字名称,法人種類コード,住所コード,都道府県名,市区郡町村名,大字通称名,字丁目名,街区番号,郵便番号,基本分類コード,基本分類名,TP分類コード,TP分類名
00003980,0,011,122-6614,,パブ 清田区,パブ 清田区,0,01110578441,北海道,札幌市清田区,平岡,10丁目,8-2,0810766,52,そば・うどん店,5206,バー
00003981,0,011,832-8416,,パブ 清田区,パブ 清田区,0,01110529075,北海道,札幌市清田区,里塚,3丁目,10-29,0550818,52,そば・うどん店,5206,バー
00003982,0,011,824-3317,,ラウンジ,ラウンジ,0,01110439616,北海道,札幌市清田区,清田,8丁目,19-11,0240457,52,そば・うどん店,5206,バー
00003983,0,011,272-7321,,ショットバー 清田区,ショットバー 清田区,1,01110392616,北海道,札幌市清田区,清田,3丁目,14-25,0530807,52,そば・うどん店,5206,バー
00003984,0,011,885-1078,,ショットバー,ショットバー,0,01110306951,北海道,札幌市清田区,清田,4丁目,14-15,0820394,52,そば・うどん店,5206,バー
00003985,0,011,463-3541,,日本料理店 清田区,日本料理店 清田区,0,01110993235,北海道,札幌市清田区,里塚,5丁目,17-13,0520315,52,そば・うどん店,5203,日本料理店
00003986,0,011,336-6630,,日本料理店 平岡,日本料理店 平岡,1,01110779221,北海道,札幌市清田区,平岡,4丁目,3-30,0120206,52,そば・うどん店,5203,日本料理店
00003987,0,011,148-3531,,日本料理店 清田区,日本料理店 清田区,0,01110903616,北海道,札幌市清田区,平岡,5丁目,2-18,0450358,52,そば・うどん店,5203,日本料理店
00003988,0,011,135-1030,,日本料理店,日本料理店,0,01110765517,北海道,札幌市清田区,清田,10丁目,2-25,0890375,52,そば・うどん店,5203,日本料理店
00003989,0,011,915-7956,,日本料理店 清田区,日本料理店 清田区,0,01110311788,北海道,札幌市清田区,清田,8丁目,20-30,0120721,52,そば・うどん店,5203,日本料理店
00003990,0,011,760-3649,,日本料理店,日本料理店,0,01110888954,北海道,札幌市清田区,平岡,1丁目,11-16,0510350,52,そば・うどん店,5203,日本料理店
00003991,0,011,242-8597,,日本料理店 清田区,日本料理店 清田区,0,01110339230,北海道,札幌市清田区,清田,6丁目,9-24,0280604,52,そば・うどん店,5203,日本料理店
00003992,0,011,580-1245,,日本料理店 清田区,日本料理店 清田区,0,01110356633,北海道,札幌市清田区,平岡,6丁目,13-10,0220602,52,そば・うどん店,5203,日本料理店
00003993,0,011,376-2567,,日本料理店 支店,日本料理店 支店,1,01110591787,北海道,札幌市清田区,里塚,1丁目,12-20,0110654,52,そば・うどん店,5203,日本料理店
00003994,0,011,671-1957,,日本料理店 本店,日本料理店 本店,0,01110587528,北海道,札幌市清田区,平岡,5丁目,8-30,0250685,52,そば・うどん店,5203,日本料理店
00003995,0,011,900-2092,,日本料理店 本店,日本料理店 本店,0,01110495083,北海道,札幌市清田区,里塚,6丁目,9-23,0260648,52,そば・うどん店,5203,日本料理店
00003996,0,011,394-3746,,日本料理店 支店,日本料理店 支店,0,01110682733,北海道,札幌市清田区,平岡,4丁目,14-11,0440956,52,そば・うどん店,5203,日本料理店
00003997,0,011,317-7064,,日本料理店 清田区,日本料理店 清田区,0,01110526019,北海道,札幌市清田区,清田,9丁目,15-11,0130736,52,そば・うどん店,5203,日本料理店
00003998,0,011,758-2691,,日本料理店 本店,日本料理店 本店,0,01110738547,北海道,札幌市清田区,平岡,3丁目,9-4,0430280,52,そば・うどん店,5203,日本料理店
00003999,0,011,276-9463,,日本料理店,日本料理店,0,01110940150,北海道,札幌市清田区,清田,2丁目,1-12,0260921,52,そば・うどん店,5203,日本料理店
00004000,0,011,448-1825,,日本料理店 清田区,日本料理店 清田区,0,01110266520,北海道,札幌市清田区,里塚,6丁目,10-29,0910864,52,そば・うどん店,5203,日本料理店
00004001,0,011,578-8431,,日本料理店 清田区,日本料理店 清田区,0,01110121683,北海道,札幌市清田区,里塚,10丁目,5-12,0980775,52,そば・うどん店,5203,日本料理店
00004002,0,011,513-9068,,日本料理店 支店,日本料理店 支店,1,01110446120,北海道,札幌市清田区,里塚,2丁目,14-24,0350142,52,そば・うどん店,5203,日本料理店
00004003,0,011,337-2185,,日本料理店,日本料理店,1,01110696870,北海道,札幌市清田区,清田,4丁目,18-16,0310797,52,そば・うどん店,5203,日本料理店
00004004,0,011,623-1742,,日本料理店 本店,日本料理店 本店,0,01110770665,北海道,札幌市清田区,里塚,10丁目,4-17,0120655,52,そば・うどん店,5203,日本料理店
00004005,0,011,491-3955,,中華料理店,中華料理店,0,01110893354,北海道,札幌市清田区,里塚,2丁目,3-1,0280314,52,そば・うどん店,5201,中華料理店
00004006,0,011,333-8210,,中華料理店,中華料理店,0,01110657627,北海道,札幌市清田区,清田,9丁目,2-5,0940223,52,そば・うどん店,5201,中華料理店
00004007,0,011,742-7576,,中華料理店 清田区,中華料理店 清田区,0,01110763071,北海道,札幌市清田区,平岡,7丁目,10-8,0610525,52,そば・うどん店,5201,中華料理店
00004008,0,011,719-4824,,中華料理店,中華料理店,0,01110393557,北海道,札幌市清田区,里塚,1丁目,7-21,0610118,52,そば・うどん店,5201,中華料理店
00004009,0,011,924-2821,,中華料理店,中華料理店,0,01110182958,北海道,札幌市清田区,平岡,1丁目,2-24,0720317,52,そば・うどん店,5201,中華料理店
00004010,0,011,246-6573,,中華料理店 平岡,中華料理店 平岡,0,01110225282,北海道,札幌市清田区,平岡,10丁目,5-24,0640476,52,そば・うどん店,5201,中華料理店
00004011,0,011,479-7202,,中華料理店 支店,中華料理店 支店,0,01110947185,北海道,札幌市清田区,清田,8丁目,13-17,0650437,52,そば・うどん店,5201,中華料理店
00004012,0,011,493-7370,,中華料理店,中華料理店,0,01110178343,北海道,札幌市清田区,清田,1丁目,7-18,0600407,52,そば・うどん店,5201,中華料理店
00004013,0,011,855-3539,,中華料理店 清田区,中華料理店 清田区,1,01110751562,北海道,札幌市清田区,清田,4丁目,9-28,0160762,52,そば・うどん店,5201,中華料理店
00004014,0,011,526-9390,,中華料理店 支店,中華料理店 支店,0,01110459175,北海道,札幌市清田区,平岡,7丁目,13-7,0850261,52,そば・うどん店,5201,中華料理店
00004015,0,011,109-7779,,中華料理店 本店,中華料理店 本店,1,01110991822,北海道,札幌市清田区,平岡,1丁目,3-11,0790673,52,そば・うどん店,5201,中華料理店
00004016,0,011,523-8249,,中華料理店 清田区,中華料理店 清田区,0,01110606326,北海道,札幌市清田区,平岡,6丁目,19-26,0590959,52,そば・うどん店,5201,中華料理店
00004017,0,011,376-4291,,中華料理店,中華料理店,1,01110973556,北海道,札幌市清田区,平岡,4丁目,4-28,0530460,52,そば・うどん店,5201,中華料理店
00004018,0,011,366-9892,,中華料理店 清田区,中華料理店 清田区,1,01110358052,北海道,札幌市清田区,平岡,3丁目,10-12,0530523,52,そば・うどん店,5201,中華料理店
00004019,0,011,607-5430,,中華料理店,中華料理店,0,01110727456,北海道,札幌市清田区,平岡,3丁目,1-21,0330265,52,そば・うどん店,5201,中華料理店
00004020,0,011,738-8482,,中華料理店 本店,中華料理店 本店,0,01110669527,北海道,札幌市清田区,平岡,10丁目,6-12,0980342,52,そば・うどん店,5201,中華料理店
00004021,0,011,503-3385,,中華料理店 清田,中華料理店 清田,0,01110916947,北海道,札幌市清田区,清田,1丁目,4-23,0700925,52,そば・うどん店,5201,中華料理店
00004022,0,011,536-2167,,中華料理店 本店,中華料理店 本店,1,01110694961,北海道,札幌市清田区,平岡,2丁目,7-23,0120263,52,そば・うどん店,5201,中華料理店
00004023,0,011,352-3433,,中華料理店 支店,中華料理店 支店,1,01110520794,北海道,札幌市清田区,清田,3丁目,1-15,0300788,52,そば・うどん店,5201,中華料理店
00004024,0,011,574-9997,,中華料理店,中華料理店,0,01110638036,北海道,札幌市清田区,里塚,2丁目,14-14,0350520,52,そば・うどん店,5201,中華料理店
00004025,0,011,842-2186,,中華料理店 支店,中華料理店 支店,0,01110813681,北海道,札幌市清田区,里塚,7丁目,10-25,0940592,52,そば・うどん店,5201,中華料理店
00004026,0,011,765-2984,,中華料理店,中華料理店,0,01110644591,北海道,札幌市清田区,里塚,8丁目,9-2,0860530,52,そば・うどん店,5201,中華料理店
00004027,0,011,737-1767,,中華料理店,中華料理店,0,01110336480,北海道,札幌市清田区,里塚,10丁目,13-15,0940656,52,そば・うどん店,5201,中華料理店
00004028,0,011,707-9014,,中華料理店 支店,中華料理店 支店,0,01110636266,北海道,札幌市清田区,里塚,9丁目,10-28,0760288,52,そば・うどん店,5201,中華料理店
00004029,0,011,696-9436,,中華料理店 平岡,中華料理店 平岡,0,01110272157,北海道,札幌市清田区,平岡,1丁目,17-21,0370768,52,そば・うどん店,5201,中華料理店
00004030,0,011,139-2596,,中華料理店,中華料理店,1,01110962825,北海道,札幌市清田区,清田,5丁目,5-21,0180482,52,そば・うどん店,5201,中華料理店
00004031,0,011,291-6916,,中華料理店 支店,中華料理店 支店,1,01110899299,北海道,札幌市清田区,里塚,9丁目,16-14,0530230,52,そば・うどん店,5201,中華料理店
00004032,0,011,177-7559,,中華料理店 里塚,中華料理店 里塚,0,01110601324,北海道,札幌市清田区,里塚,7丁目,4-3,0310384,52,そば・うどん店,5201,中華料理店
00004033,0,011,330-2009,,内科医院,内科医院,0,01110375998,北海道,札幌市清田区,平岡,8丁目,7-5,0470955,62,病院,6204,内科
00004034,0,011,583-5435,,内科医院,内科医院,1,01110935690,北海道,札幌市清田区,清田,2丁目,2-20,0400779,62,病院,6204,内科
00004035,0,011,139-5115,,クリニック 平岡,クリニック 平岡,0,01110111528,北海道,札幌市清田区,平岡,1丁目,10-28,0670446,62,病院,6204,内科
00004036,0,011,261-6963,,内科医院 里塚,内科医院 里塚,0,01110770054,北海道,札幌市清田区,里塚,3丁目,11-24,0690380,62,病院,6204,内科
00004037,0,011,983-5241,,内科医院 支店,内科医院 支店,0,01110281283,北海道,札幌市清田区,清田,3丁目,20-10,0750708,62,病院,6204,内科
00004038,0,011,423-2645,,クリニック,クリニック,0,01110967081,北海道,札幌市清田区,平岡,5丁目,16-21,0600743,62,病院,6204,内科
00004039,0,011,120-3079,,内科医院 清田区,内科医院 清田区,0,01110596488,北海道,札幌市清田区,里塚,4丁目,4-25,0790848,62,病院,6204,内科
00004040,0,011,870-4953,,診療所,診療所,0,01110497081,北海道,札幌市清田区,清田,8丁目,5-28,0970705,62,病院,6204,内科
00004041,0,011,848-7366,,診療所 本店,診療所 本店,0,01110512823,北海道,札幌市清田区,里塚,5丁目,10-24,0860459,62,病院,6204,内科
00004042,0,011,545-5284,,クリニック,クリニック,0,01110997777,北海道,札幌市清田区,清田,7丁目,4-21,0430405,62,病院,6204,内科
00004043,0,011,480-9703,,クリニック,クリニック,1,01110750803,北海道,札幌市清田区,清田,10丁目,13-18,0360376,62,病院,6204,内科
00004044,0,011,616-7876,,内科医院 平岡,内科医院 平岡,0,01110916081,北海道,札幌市清田区,平岡,3丁目,15-20,0600875,62,病院,6204,内科
00004045,0,011,499-7457,,クリニック 平岡,クリニック 平岡,0,01110340857,北海道,札幌市清田区,平岡,9丁目,13-17,0460805,62,病院,6204,内科
00004046,0,011,536-5330,,クリニック,クリニック,0,01110458953,北海道,札幌市清田区,里塚,7丁目,12-23,0670910,62,病院,6204,内科
00004047,0,011,863-9194,,クリニック 清田,クリニック 清田,0,01110863377,北海道,札幌市清田区,清田,7丁目,14-19,0750350,62,病院,6204,内科
00004048,0,011,329-7498,,内科医院,内科医院,0,01110863981,北海道,札幌市清田区,里塚,7丁目,11-27,0960434,62,病院,6204,内科
00004049,0,011,121-4545,,歯科医院 本店,歯科医院 本店,0,01110183753,北海道,札幌市清田区,清田,1丁目,12-9,0770671,62,病院,6205,歯科
00004050,0,011,511-1717,,歯科医院 清田,歯科医院 清田,0,01110330551,北海道,札幌市清田区,清田,10丁目,15-3,0170105,62,病院,6205,歯科
00004051,0,011,221-2438,,デンタルクリニック,デンタルクリニック,0,01110193727,北海道,札幌市清田区,平岡,3丁目,19-11,0100891,62,病院,6205,歯科
00004052,0,011,246-2881,,デンタルクリニック,デンタルクリニック,0,01110844961,北海道,札幌市清田区,平岡,3丁目,19-2,0720290,62,病院,6205,歯科
00004053,0,011,392-6281,,デンタルクリニック 清田区,デンタルクリニック 清田区,1,01110349671,北海道,札幌市清田区,清田,10丁目,12-12,0320468,62,病院,6205,歯科
00004054,0,011,504-3292,,歯科医院 本店,歯科医院 本店,0,01110308730,北海道,札幌市清田区,里塚,3丁目,12-4,0930195,62,病院,6205,歯科
00004055,0,011,568-2839,,歯科医院 本店,歯科医院 本店,0,01110251247,北海道,札幌市清田区,清田,9丁目,10-23,0410392,62,病院,6205,歯科
00004056,0,011,313-2450,,歯科 本店,歯科 本店,1,01110880911,北海道,札幌市清田区,平岡,2丁目,15-12,0670656,62,病院,6205,歯科
00004057,0,011,416-3155,,デンタルクリニック 支店,デンタルクリニック 支店,0,01110368211,北海道,札幌市清田区,平岡,3丁目,2-17,0650173,62,病院,6205,歯科
00004058,0,011,754-1797,,歯科 支店,歯科 支店,0,01110151618,北海道,札幌市清田区,平岡,3丁目,2-13,0770749,62,病院,6205,歯科
00004059,0,011,924-4221,,歯科,歯科,1,01110560420,北海道,札幌市清田区,里塚,5丁目,6-7,0310405,62,病院,6205,歯科
00004060,0,011,710-7822,,デンタルクリニック 清田区,デンタルクリニック 清田区,0,01110886072,北海道,札幌市清田区,里塚,1丁目,20-8,0450825,62,病院,6205,歯科
00004061,0,011,995-1076,,デンタルクリニック 本店,デンタルクリニック 本店,0,01110711164,北海道,札幌市清田区,里塚,7丁目,4-2,0630413,62,病院,6205,歯科
00004062,0,011,786-4519,,歯科 支店,歯科 支店,0,01110278418,北海道,札幌市清田区,平岡,2丁目,1-2,0280636,62,病院,6205,歯科
00004063,0,011,280-7865,,歯科医院 清田区,歯科医院 清田区,0,01110809339,北海道,札幌市清田区,清田,3丁目,8-6,0910891,62,病院,6205,歯科
00004064,0,011,443-6762,,デンタルクリニック 支店,デンタルクリニック 支店,0,01110823544,北海道,札幌市清田区,平岡,3丁目,18-28,0850695,62,病院,6205,歯科
00004065,0,011,211-8331,,歯科 清田区,歯科 清田区,1,01110485455,北海道,札幌市清田区,清田,2丁目,15-4,0320470,62,病院,6205,歯科
00004066,0,011,297-9481,,デンタルクリニック 清田区,デンタルクリニック 清田区,0,01110402389,北海道,札幌市清田区,里塚,3丁目,15-27,0940804,62,病院,6205,歯科
00004067,0,011,867-5102,,デンタルクリニック 本店,デンタルクリニック 本店,0,01110373847,北海道,札幌市清田区,里塚,9丁目,11-16,0100861,62,病院,6205,歯科
00004068,0,011,342-2329,,デンタルクリニック 平岡,デンタルクリニック 平岡,0,01110388120,北海道,札幌市清田区,平岡,2丁目,8-14,0500129,62,病院,6205,歯科
00004069,0,011,983-4884,,動物病院 里塚,動物病院 里塚,0,01110610814,北海道,札幌市清田区,里塚,7丁目,6-23,0100165,62,病院,6270,動物病院
00004070,0,011,716-3156,,動物病院 支店,動物病院 支店,0,01110122786,北海道,札幌市清田区,平岡,3丁目,17-20,0320106,62,病院,6270,動物病院
00004071,0,011,740-7746,,動物病院 平岡,動物病院 平岡,0,01110786205,北海道,札幌市清田区,平岡,5丁目,18-3,0710328,62,病院,6270,動物病院
00004072,0,011,755-8715,,動物病院 支店,動物病院 支店,0,01110250012,北海道,札幌市清田区,清田,4丁目,16-5,0110290,62,病院,6270,動物病院
00004073,0,011,377-6247,,動物病院 清田区,動物病院 清田区,0,01110745913,北海道,札幌市清田区,平岡,10丁目,1-15,0870689,62,病院,6270,動物病院
00004074,0,011,174-2038,,動物病院 支店,動物病院 支店,1,01110732168,北海道,札幌市清田区,平岡,2丁目,15-26,0860277,62,病院,6270,動物病院
00004075,0,011,262-5702,,デジタル 本店,デジタル 本店,0,01110763921,北海道,札幌市清田区,平岡,7丁目,19-27,0910447,39,情報処理サービス業,3901,ソフトウェア業
00004076,0,011,397-5025,,ソフトウェア 支店,ソフトウェア 支店,1,01110193215,北海道,札幌市清田区,平岡,10丁目,14-23,0130750,39,情報処理サービス業,3901,ソフトウェア業
