入札日,開札日,ステータス,フェーズ,サブカテゴリ,機関タイプ,発注機関,発注地域,件名,年度,入札種別,落札会社名,落札金額,予定金額,応札企業,応札社数,リンク
2024-01-09,,結果待ち,④構築,RAG構築,独法,国立大学法人/大阪大学,大阪府,5300 Fragment Analyzer System　米国アジレント・テクノロジー社製　M5311AA　1式,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc2NDY1Nw==
,2024-01-05,落札済,④構築,チャットボット,都道府県,神奈川県,神奈川県,水道関係手続の電子受付に係るチャットボットシステム改修業務委託,FY2023,,株式会社Ｂｏｔ　Ｅｘｐｒｅｓｓ,1800000,,{応札企業名＝株式会社Ｂｏｔ　Ｅｘｐｒｅｓｓ、応札結果・備考＝決定、応札金額＝1800000},3,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzA1NjI1Mw==
,2024-01-04,落札済,③PoC,,その他,日本郵政グループ,東京都,窓口タブレットシステムの機能追加（生成ＡＩ及びＡＩ―ＯＣＲ）に向けた実証実験の実施,FY2023,,アクセンチュア株式会社,59719000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzMwNzA5Nw==
2023-12-29,,結果待ち,③PoC,,その他,日本郵政グループ/株式会社ゆうちょ銀行,東京都,窓口タブレットシステムの機能追加（生成AI及びAI-OCR）に向けた実証実験の実施,FY2023,随意,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcwMDQwMA==
2023-12-28,,結果待ち,④構築,生成AI（その他）,独法,独立行政法人産業技術総合研究所/つくばセンター,茨城県,材料データ生成AI研究開発用サーバー,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxNjg5Nw==
,2023-12-27,落札済,④構築,RAG構築,独法,国立大学法人,広島県,SS-MIX2 Storageサーバ 一式,FY2023,,富士通Ｊａｐａｎ株式会社広島支社,8475280,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzQ3NjE3Ng==
,2023-12-27,落札済,④構築,生成AI（その他）,独法,独立行政法人産業技術総合研究所,茨城県,材料データ生成AI研究開発用サーバー １式,FY2023,,株式会社ながれ,3498000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzM0MzEzNw==
,2023-12-27,落札済,③PoC,,独法,独立行政法人新エネルギー・産業技術総合開発機構,神奈川県,量子・ＡＩハイブリッド技術のサイバー・フィジカル開発事業 量子・ＡＩアプリケーション開発・実証 量子生成ＡＩによる半導体製造用新材料開発,FY2023,,日本電気株式会社,74995800,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzMxMDUwMw==
2023-12-25,2023-12-26,落札済,①研修,,独法,独立行政法人産業技術総合研究所,茨城県,DX推進に向けた大規模言語モデルのプロンプトエンジニアリングに関するオンライン研修,FY2023,,エッジテクノロジー株式会社,569250,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzE5NTA2MQ==
,2023-12-25,落札済,④構築,生成AI（その他）,市区町村,その他兵庫県市町村/尼崎市,兵庫県,公営企業局生成AI利活用業務【尼崎市】,FY2023,,株式会社　SHIFT,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzEyNjg2NA==
,2023-12-22,落札済,④構築,RAG構築,独法,独立行政法人量子科学技術研究開発機構,千葉県,CSP Office 365 Extra File Storageの利用,FY2023,,キヤノンITソリューションズ株式会社,1601820,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzMzMDUzOQ==
,2023-12-22,落札済,③PoC,,国,国税庁,東京都,生成AIを活用した各種FAQの新規作成・整理に係る検証業務 一式,FY2023,,株式会社ＮＴＴデータ,2096050,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzE4MjM2Ng==
2023-12-22,2023-12-22,落札済,④構築,チャットボット,都道府県,東京都,東京都,令和５年度「外国企業誘致に係るAIチャットボット」利用状況分析及び改善提案委託（その２）,FY2023,,株式会社ビースポーク,5106200,,"{応札企業名＝株式会社ビースポーク、応札結果・備考＝、応札金額＝4642000},{応札企業名＝デロイトトーマツコンサルティング合同会社、応札結果・備考＝、応札金額＝10000000},{応札企業名＝株式会社エヌ・ティ・ティ・データ経営研究所、応札結果・備考＝、応札金額＝9300000},{応札企業名＝株式会社プラージュ、応札結果・備考＝辞退、応札金額＝},{応札企業名＝ＫＰＭＧコンサルティング株式会社、応札結果・備考＝辞退、応札金額＝}",15,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzAzMzgwMw==
2023-12-22,,結果待ち,④構築,RAG構築,独法,独立行政法人量子科学技術研究開発機構,千葉県,（RE-16481）CSP Office 365 Extra File Storageの利用,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY3MDQ1NA==
2023-12-21,2024-01-30,落札済,④構築,生成AI（その他）,独法,独立行政法人住宅金融支援機構,東京都,生成ＡＩサービス（ChatGPT）の利用,FY2023,,株式会社ギブリー,3465000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzQ4MTY0OA==
,2023-12-21,落札済,④構築,チャットボット,国,厚生労働省,奈良県,FAQチャットボットサービス導入業務委託,FY2023,,奈良OAシステム株式会社,1540000,1540000,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzMwOTM2Mg==
,2023-12-20,落札済,③PoC,,国,最高裁判所,東京都,裁判所ウェブサイトのＡＩチャットボットの検証環境提供及び調査支援 一式,FY2023,,株式会社スカラコミュニケーションズ,10971950,18656000,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzIzNDY3OQ==
2023-12-19,,結果待ち,④構築,チャットボット,国,厚生労働省/奈良労働局,奈良県,FAQ チャットボットサービス導入業務委託,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY1MTc1Ng==
2023-12-19,2023-12-22,落札済,③PoC,,国,国税庁,-,生成AIを活用した各種FAQの新規作成・整理に係る検証業務,FY2023,,株式会社ＮＴＴデータ,1905500,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzA3NDMwMg==
,2023-12-18,落札済,④構築,RAG構築,独法,独立行政法人宇宙航空研究開発機構,東京都,戦略的国際共同ミッションDragonfly地震計フライトモデルの製作,FY2023,,株式会社トーワ,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzI1MDMzOQ==
2023-12-15,2024-01-09,落札済,④構築,チャットボット,国,デジタル庁,東京都,国・地方共通相談チャットボットの設計・開発等,FY2023,,日本電気株式会社,93783800,93783800,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzYxMzM1NQ==
,2023-12-15,落札済,④構築,生成AIサービス導入,都道府県,千葉県,千葉県,千葉県生成AI利用サービス提供業務,FY2023,,東日本電信電話株式会社,2998598,2998600,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzIxOTQxOA==
2023-12-14,,結果待ち,③PoC,,国,最高裁判所/最高裁判所,東京都,裁判所ウェブサイトのＡＩチャットボットの検証環境提供及び調査支援,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzM3NTg4Mg==
2023-12-13,2023-12-13,落札済,④構築,AI（その他）,独法,独立行政法人国立高等専門学校機構,福岡県,ChatGPTとメタバースを活用したLSI設計および半導体教育環境一式,FY2023,,株式会社ユニットコム九州支店,7810000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyNDU5MzAzNw==
2023-12-11,,結果待ち,④構築,生成AI（その他）,国,経済産業省,東京都,生成AI基盤モデルの開発支援に向けた公募を開始しました,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzU4ODYwMw==
,,結果待ち,④構築,RAG構築,その他,その他,全国,【米軍案件】CHEST、 STORAGE,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTIxNw==
,,結果待ち,④構築,RAG構築,その他,その他,全国,【米軍案件】Storage System,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5MzY5MQ==
,2023-12-06,落札済,④構築,RAG構築,独法,独立行政法人国際協力機構,東京都,Budjet approval for the purchase of ten digital pasturometers (forage measuring plate) for the SATREPS Project for Creation of Beef Value Chain by Optimizing Ruminal Micriobiota and Grassland Management on Digital Platform.,FY2023,,J.S.AGRINNOVA S.A.S,2214710,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzQ0NjI4Mw==
,2023-12-01,落札済,③PoC,,国,デジタル庁,東京都,行政における生成ＡＩの適切な利活用に向けた技術検証の環境整備 一式,FY2023,,株式会社ＦＩＸＥＲ,219120000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzE4ODU1Nw==
2023-12-01,,結果待ち,④構築,RAG構築,市区町村,岐阜県市町村/岐阜市,岐阜県,番号290　小川製作所製　Aragoローラー　タイプC　3台【岐阜市】,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY0MTI1MA==
,,結果待ち,④構築,AI（その他）,その他,その他,全国,【米軍案件】Modify Valve Test Stand,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY2MDQ2NQ==
,2023-11-30,落札済,④構築,チャットボット,その他,日本政策金融公庫,東京都,事業ローンチャットボットの導入(一式),FY2023,,株式会社オプテージ,3630000,3630000,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzExMDM4MQ==
,2023-11-30,落札済,④構築,チャットボット,独法,独立行政法人都市再生機構,神奈川県,ＵＲ賃貸住宅募集等業務におけるチャットボットの導入検討業務,FY2023,,株式会社電通,6600000,6977740,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzA5ODA1Mw==
,2023-11-29,落札済,⑤運用,,市区町村,東京23区/葛飾区,東京都,「葛飾区生成AI利用環境構築委託」及び「葛飾区生成AI利用環境提供及び運用保守委託」【葛飾区】,FY2023,,エヌ・ティ・ティ・アドバンステクノロジ株式会社,25300000,25534290,"{応札企業名＝エヌ・ティ・ティ・アドバンステクノロジ株式会社、応札結果・備考＝、応札金額＝25300000},{応札企業名＝株式会社野村総合研究所、応札結果・備考＝辞退、応札金額＝},{応札企業名＝日本電気株式会社 首都圏支社、応札結果・備考＝辞退、応札金額＝},{応札企業名＝株式会社日立システムズ、応札結果・備考＝辞退、応札金額＝},{応札企業名＝富士ソフト株式会社 秋葉原オフィス、応札結果・備考＝辞退、応札金額＝},{応札企業名＝株式会社大塚商会 LA事業部公共グループ、応札結果・備考＝辞退、応札金額＝},{応札企業名＝ソフトバンク株式会社、応札結果・備考＝辞退、応札金額＝},{応札企業名＝ＫＤＤＩ株式会社 ソリューション事業本部ビジネスデザイン本部官公庁営業部、応札結果・備考＝不参、応札金額＝}",24,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjg5MzE2NA==
2023-11-29,,結果待ち,④構築,チャットボット,都道府県,島根県,島根県,【情報システム推進課】島根県庁内向けAIチャットボット導入・活用支援業務,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzU1OTE1NA==
,,結果待ち,④構築,RAG構築,その他,その他,全国,【米軍案件】STORAGE UNIT,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY0MDk5Nw==
,2023-11-24,落札済,④構築,AI（その他）,独法,独立行政法人国際協力機構,東京都,(PAMA) Accommodation for 13 participants of Promotional for Agriculture mechanization in Africa - Moshi. (25/Nov-6/Dec),FY2023,,Moshi Resort Limited,1816188,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzQ0NjM1OA==
2023-11-24,2023-11-24,落札済,⑤運用,,都道府県,愛知県,愛知県,生成ＡＩを活用したサービスライセンス一式,FY2023,,テルウェル西日本株式会社　＿,419360,,"{応札企業名＝テルウェル西日本株式会社　＿、応札結果・備考＝落札、応札金額＝419360},{応札企業名＝エヌ・ティ・ティ・コミュニケーションズ株式会社　東海支社、応札結果・備考＝、応札金額＝670000}",6,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjg3NjU1NA==
,2023-11-22,落札済,④構築,RAG構築,独法,独立行政法人国際交流基金,東京都,Microsoft Office 365 Extra File Storage（NCE）購入契約,FY2023,,日本アクセス株式会社,1980000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzE3MDU5MA==
,2023-11-22,落札済,④構築,チャットボット,その他,日本政策金融公庫,東京都,業務照会チャットボット及びサービスデスクチャットボットの後継製品への更改（開発）(一式),FY2023,,株式会社NTTデータ,24579500,24579500,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzExMDM3OA==
,2023-11-22,落札済,④構築,チャットボット,その他,日本政策金融公庫,東京都,業務照会チャットボット及びサービスデスクチャットボットの後継製品への更改　一式,FY2023,,株式会社ＮＴＴデータ,36367100,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzA4Njg1MQ==
,2023-11-22,落札済,④構築,AI（その他）,都道府県,山梨県,山梨県,生成 AI 独自データベース評価環境構築業務委託,FY2023,,アビームコンサルティング株式会社,19800000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzAwMTk1Mg==
2023-11-20,,結果待ち,④構築,生成AIサービス導入,都道府県,千葉県,千葉県,令和５年度千葉県生成AI利用サービス提供業務,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzU2NTAyNg==
2023-11-17,2023-12-01,落札済,③PoC,,国,デジタル庁,東京都,行政における生成AIの適切な利活用に向けた技術検証の環境整備,FY2023,,株式会社FIXER,219120000,219120000,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzMyODU1NA==
2023-11-17,,結果待ち,④構築,チャットボット,その他,日本政策金融公庫,東京都,業務照会チャットボット及びサービスデスクチャットボットの後継製品への更改,FY2023,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzUyODU5OA==
,2023-11-16,落札済,④構築,チャットボット,市区町村,その他大阪府市町村/豊中市,大阪府,豊中市公式ホームページチャットボットバナー表示導入業務【豊中市】,FY2023,,株式会社日立社会情報サービス,799425,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzk1NTg2NQ==
