問い合わせ番号,ステータス,発注機関,機関タイプ,発注地域,件名,フェーズ,サブカテゴリ,年度,入札種別,案件登録日,入札日,開札日,落札会社名,落札金額,落札金額(数値),予定金額,応札企業,応札社数,ノイズ判定,重複除外,採用レコード
R22813714,落札結果,栃木県市町村/日光市,市区町村,栃木県,AIチャットボット構築業務【日光市】,④構築,チャットボット,,,,,2023-09-25,株式会社サイネックス,,,,,,,,○
R22481670,落札結果,その他岡山県市町村/浅口市,市区町村,岡山県,市民問い合わせ対応AIチャットボットサービス導入業務【浅口市】,④構築,チャットボット,,,,,2023-09-25,株式会社アイネス中国支社,,,,,,,,○
R22363176,落札結果,岡山市,市区町村,岡山県,岡山市生成ＡＩチャットサービスライセンス【岡山市】,⑤運用,,,,,,2023-09-22,ＯＥＣ株式会社,605000,605000,,{応札企業名＝ＯＥＣ株式会社、応札結果・備考＝落札、応札金額＝550000},3,,,○
N17375882,入札中,最高裁判所/最高裁判所,国,東京都,裁判所ウェブサイトのＡＩチャットボットの検証環境提供及び調査支援,③PoC,,FY2023,競争・公募,2023-09-21,2023-12-14,,,,,,,,,,○
R22818974,落札結果,独立行政法人製品評価技術基盤機構,独法,東京都,外部向けAIチャットボットの運用業務,⑤運用,,,,,,2023-09-21,株式会社クウゼン,2368080,2368080,2368080,,,,,○
R22786079,落札結果,防衛省,,東京都,ＤＩＡＰＨＲＡＧＭ外３品目,,,,,,,2023-09-21,東京航空計器株式会社,3297800,3297800,,,,ノイズ,,
R22753032,落札結果,福井県,都道府県,福井県,福井県生成ＡＩサービス提供業務,④構築,生成AI（その他）,,,,,2023-09-21,株式会社エクサウィザーズ,2149200,2149200,,"{応札企業名＝株式会社エクサウィザーズ、応札結果・備考＝落札、応札金額＝2149200},{応札企業名＝ＮＴＴビジネスソリューションズ株式会社福井ビジネス営業部、応札結果・備考＝、応札金額＝2298000},{応札企業名＝三谷コンピュータ株式会社、応札結果・備考＝辞退、応札金額＝},{応札企業名＝株式会社クラフター、応札結果・備考＝、応札金額＝2150000}",12,,,○
R22768461,落札結果,日本郵政グループ,その他,東京都,生成ＡＩ等の利活用に向けた技術検証等支援の委託,③PoC,,,,,,2023-09-20,かんぽシステムソリューションズ株式会社,99141064,99141064,,,,,,○
N17365301,入札中,日本政策金融公庫,その他,東京都,業務照会チャットボット及びサービスデスクチャットボットに係る保守並びにクラウドサービスの調達,⑤運用,,FY2023,競争・公募,2023-09-19,,,,,,,,,,,○
N17365028,入札中,その他,その他,全国,【米軍案件】TANK、LIQUID STORAGE,④構築,RAG構築,FY2023,競争・公募,2023-09-19,,,,,,,,,,,○
N17361967,入札中,岡山市,市区町村,岡山県,令和5年度生成AI研修業務委託（デジタル推進課）【岡山市】,①研修,,FY2023,競争・公募,2023-09-19,2023-09-25,,,,,,,,,,○
R22326557,落札結果,東京都,都道府県,東京都,令和５年度「外国企業誘致に係るＡＩチャットボット」利用状況分析及び改善提案委託,④構築,チャットボット,,,,,2023-09-15,不調,,,,"{応札企業名＝ＫＰＭＧコンサルティング株式会社、応札結果・備考＝、応札金額＝13000000},{応札企業名＝デロイトトーマツコンサルティング合同会社、応札結果・備考＝、応札金額＝14000000}",6,,,○
R22938042,落札結果,日本政策金融公庫,その他,東京都,教育貸付におけるチャットボットシステムのLINE連携に係る業務委託（初期設定業務）(一式),④構築,チャットボット,,,,,2023-09-14,トランス・コスモス株式会社,3257650,3257650,3257650,,,,,○
R22826257,落札結果,国立大学法人,独法,大阪府,高速液体ｸﾛﾏﾄｸﾞﾗﾌ Nexera GPCｼｽﾃﾑ 株式会社島津製作所製 1式,④構築,AI（その他）,,,,,2023-09-14,大研科学産業株式会社,6490000,6490000,,,,,,○
N17339841,入札中,その他,,全国,【米軍案件】DIAPHRAGM、VALVE、FLA,,,,競争・公募,2023-09-12,,,,,,,,,ノイズ,,
R22785818,落札結果,日本年金機構,独法,東京都,チャットボットを利用したサービス提供業務(令和5年9月～令和8年3月)  一式,④構築,チャットボット,,,,,2023-09-12,富士通株式会社,252791000,252791000,252791000,,,,,○
R22768491,落札結果,厚生労働省,国,東京都,チャットボットを利用したサービス提供業務（令和５年９月~令和８年３月）　一式,④構築,チャットボット,,,,,2023-09-12,富士通株式会社,252791000,252791000,252791000,,,,,○
N17331357,入札中,神戸市,市区町村,兵庫県,生成AIの活用に向けた情報提供招請（RFI）【神戸市】,②設計,,FY2023,競争・公募,2023-09-11,2023-09-21,,,,,,,,,,○
N17331003,入札中,国立大学法人/新潟大学,独法,新潟県,仮想病院アプリケーション 及び VR 用 Chat GPT の 作成、VR既存コンテンツの統合　一式,④構築,AI（その他）,FY2023,競争・公募,2023-09-11,2023-09-29,,,,,,,,,,○
N17327083,入札中,その他,その他,全国,【米軍案件】SHIPPING AND STORAG,④構築,RAG構築,FY2023,競争・公募,2023-09-08,,,,,,,,,,,○
N17321893,入札中,福井県,都道府県,福井県,福井県生成ＡＩサービス提供業務,④構築,生成AI（その他）,FY2023,競争・公募,2023-09-07,2023-09-20,,,,,,,,,,○
N17317564,入札中,防衛省/海上自衛隊/舞鶴地方総監部,,京都府,ＢＡＴＴＥＲＹ，ＳＴＯＲＡ ＧＥ　外１件,,,,競争・公募,2023-09-07,2023-09-27,,,,,,,,ノイズ,,
N17315891,入札中,国立大学法人/大阪大学,独法,大阪府,高速液体ｸﾛﾏﾄｸﾞﾗﾌ　Nexera GPCｼｽﾃﾑ　㈱島津製作所製　1式,④構築,AI（その他）,FY2023,競争・公募,2023-09-07,2023-09-13,,,,,,,,,,○
N17310231,入札中,その他新潟県市町村/新発田市,市区町村,新潟県,子育て支援AIチャットボット提案募集【新発田市】,④構築,チャットボット,FY2023,競争・公募,2023-09-06,2023-09-08,,,,,,,,,,○
R22910019,落札結果,防衛省,,岐阜県,ＤＩＡＰＨＲＡＧＭ外３品目,,,,,,,2023-09-06,丸紅エアロスペース株式会社,14520000,14520000,14542000,,,ノイズ,,
N17291963,入札中,その他,その他,全国,【米軍案件】OUTDOOR AWNING OR SAFE STORAGE OF RIGID INFLATABLE BOATS (RIB) AND MATERIALS,④構築,RAG構築,FY2023,競争・公募,2023-09-01,,,,,,,,,,,○
R23111412,落札結果,熊本市,,熊本県,OpenAI GPT-4/ChatGPT/LangChain人工知能プログラミング実践入門（書籍）【熊本市】,,,,,,,2023-09-01,株式会社明屋書店金龍堂,3960,3960,,,,ノイズ,,
R22911601,落札結果,経済産業省,国,東京都,令和５年度我が国における生成ＡＩ基盤モデル開発の加速化に向けた調査,④構築,生成AI（その他）,,,,,2023-09-01,ボストン・コンサルティング・グループ合同会社,13200000,13200000,,,,,,○
R22902474,落札結果,最高裁判所,国,東京都,ｅ事件管理システム用ＡＩチャットボットシステムの構築等及び運用保守,⑤運用,,,,,,2023-09-01,株式会社ティファナ・ドットコム,924000,924000,,,,,,○
R22760882,落札結果,徳島県市町村/鳴門市,市区町村,徳島県,鳴門市ＡＩチャットボットシステム構築・運用保守業務【鳴門市】,⑤運用,,,,,,2023-09-01,株式会社エヌ・ティ・ティ・データ四国,1584000,1584000,,,,,,○
N17283652,入札中,山梨県市町村/北杜市,市区町村,山梨県,北杜市ＡＩチャットボットサービス導入及び運用・保守業務【北杜市】,⑤運用,,FY2023,競争・公募,2023-08-31,2023-10-02,,,,,,,,,,○
R22795168,落札結果,防衛省,,岐阜県,ＤＲＡＧ　ＡＳＳＹ,,,,,,,2023-08-31,住友精密工業株式会社,8757100,8757100,,,,ノイズ,,
R22795411,落札結果,防衛省,,岐阜県,ＤＩＡＰＨＲＡＧＭ　５３ＥＡ,,,,,,,2023-08-28,株式会社ジュピターコーポレーション,1736900,1736900,,,,ノイズ,,
R22210143,落札結果,東京都,都道府県,東京都,生成AIの利用環境用チケットの買入れ,④構築,生成AIサービス導入,,,,,2023-08-28,株式会社中賀堂,2336400,2336400,,"{応札企業名＝株式会社中賀堂、応札結果・備考＝、応札金額＝2124000},{応札企業名＝有限会社イナダオフィスサプライ、応札結果・備考＝辞退、応札金額＝},{応札企業名＝井上事務機事務用品株式会社、応札結果・備考＝辞退、応札金額＝},{応札企業名＝ＯＹＯアセットサービス株式会社、応札結果・備考＝辞退、応札金額＝},{応札企業名＝株式会社Ｂｌｕｅｓｈｉｐ、応札結果・備考＝辞退、応札金額＝}",15,,,○
R22194335,落札結果,岡山市,,岡山県,Ａ（１）ｉＳｔｏｒａｇｅディスクアレイ用バックアップバッテリパック【岡山市】,,,,,,,2023-08-28,ＮＥＣフィールディング株式会社　岡山支店,145200,145200,,{応札企業名＝ＮＥＣフィールディング株式会社　岡山支店、応札結果・備考＝落札、応札金額＝132000},3,ノイズ,,
N17256461,入札中,神戸市,市区町村,兵庫県,ひとり親家庭支援AIチャットボット導入運用業務（9月20日（水曜）まで）【神戸市】,⑤運用,,FY2023,競争・公募,2023-08-25,2023-09-27,,,,,,,,,,○
R22189515,落札結果,富山県市町村/砺波市,市区町村,富山県,市公式ホームページ（行政）ＡＩチャットボット設置業務委託【砺波市】,④構築,チャットボット,,,,,2023-08-25,三谷産業株式会社　情報システム事業部,1050000,1050000,3600000,"{応札企業名＝三谷産業株式会社　情報システム事業部、応札結果・備考＝落札、応札金額＝1050000},{応札企業名＝日本ソフテック株式会社、応札結果・備考＝、応札金額＝1850000},{応札企業名＝株式会社インテック　行政システム事業本部、応札結果・備考＝、応札金額＝2480000},{応札企業名＝ＮＥＣネッツエスアイ株式会社　富山営業所、応札結果・備考＝、応札金額＝},{応札企業名＝株式会社ナカノアイシステム　砺波営業所、応札結果・備考＝、応札金額＝},{応札企業名＝クオリカ株式会社　インダストリービジネス事業部、応札結果・備考＝、応札金額＝}",18,,,○
N17254398,入札中,独立行政法人水資源機構,独法,埼玉県,チャットボット導入設定業務,④構築,チャットボット,FY2023,競争・公募,2023-08-24,2023-09-05,,,,,,,,,,○
R22176354,落札結果,愛知県,都道府県,愛知県,愛知県図書館ＡＩチャットボット導入及び運用保守業務,⑤運用,,,,,,2023-08-24,トーテックアメニティ株式会社,1350000,1350000,,{応札企業名＝トーテックアメニティ株式会社、応札結果・備考＝落札、応札金額＝1350000},3,,,○
N17243648,入札中,日本年金機構,独法,東京都,チャットボットを利用したサービス提供業務（令和５年９月～令和８年３月）　一式,④構築,チャットボット,FY2023,随意,2023-08-23,2023-09-12,,,,,,,,,,○
N17241100,入札中,その他,その他,全国,【米軍案件】SHIPPING AND STORAG,④構築,RAG構築,FY2023,競争・公募,2023-08-22,,,,,,,,,,,○
N17237432,入札中,独立行政法人情報通信研究機構,独法,東京都,MCF及び生成AI関連技術に関する動向調査,④構築,生成AI（その他）,FY2023,競争・公募,2023-08-22,2023-10-11,,,,,,,,,,○
R22210462,落札結果,その他北海道市町村/苫小牧市,都道府県,北海道,苫小牧市ＡＩチャットボットシステム導入及び運用・保守業務【苫小牧市】,⑤運用,,,,,,2023-08-22,株式会社サイネックス,,,,,,,,○
N17236047,入札中,その他岡山県市町村/浅口市,市区町村,岡山県,市民問い合わせ対応AIチャットボットサービス導入業務【浅口市】,④構築,チャットボット,FY2023,競争・公募,2023-08-21,2023-09-19,,,,,,,,,,○
N17233892,入札中,岡山市,,岡山県,Ａ（１）ｉＳｔｏｒａｇｅディスクアレイ用バックアップバッテリパック【岡山市】,,,,競争・公募,2023-08-21,2023-08-28,,,,,,,,ノイズ,,
N17218588,入札中,その他千葉県市町村/勝浦市,市区町村,千葉県,勝浦市ＡＩチャットボットシステム導入業務委託【勝浦市】,④構築,チャットボット,FY2023,競争・公募,2023-08-16,2023-09-14,,,,,,,,,,○
N17210800,入札中,その他,その他,全国,【米軍案件】DRAG BEAM、AXLE、AIRC,④構築,RAG構築,FY2023,競争・公募,2023-08-14,,,,,,,,,,,○
N17210003,入札中,その他北海道市町村/積丹町,都道府県,北海道,積丹町AIチャットボット構築・運用保守業務【積丹町】,⑤運用,,FY2023,競争・公募,2023-08-14,2023-08-31,,,,,,,,,,○
R23074601,落札結果,独立行政法人国際協力機構,独法,東京都,Jakarta Sewerage Development Project Support Consultant FY 2023 - PT. DACREA,④構築,RAG構築,,,,,2023-08-14,PT. Dacrea,5521362,5521362,,,,,,○
R26721751,落札結果,鹿児島県市町村/志布志市,市区町村,鹿児島県,AIチャットボット導入業務【志布志市】,④構築,チャットボット,,,,,2023-08-10,株式会社サイネックス,,,,,,,,○
R22127199,落札結果,京都市,市区町村,京都府,「京都市AIチャットボット導入及び運用保守」業務【京都市】,⑤運用,,,,,,2023-08-09,株式会社サイネックス,,,,,,,,○
N17193651,入札中,独立行政法人高齢・障害・求職者雇用支援機構/職業能力開発総合大学校,独法,東京都,ＡＩチャットボットの利用（職業大）,④構築,チャットボット,FY2023,競争・公募,2023-08-08,2023-08-28,,,,,,,,,,○
